profile,buurt_code,buren,value,n_sample
3,BU0363MG01,BU0363MG01,21.37,1647
4,BU0363MG01,BU0363MG01,29.71,1647
5,BU0363MG01,BU0363MG01,8.81,1647
1,BU0363MG02,BU0363MG02,27.39,1330
2,BU0363MG02,BU0363MG02,12.69,1330
3,BU0363MG02,BU0363MG02,20.02,1330
4,BU0363MG02,BU0363MG02,30.64,1330
5,BU0363MG02,BU0363MG02,9.26,1330
1,BU0363MG03,BU0363MG03,26.03,1813
2,BU0363MG03,BU0363MG03,13.33,1813
3,BU0363MG03,BU0363MG03,21.14,1813
4,BU0363MG03,BU0363MG03,29.73,1813
5,BU0363MG03,BU0363MG03,9.77,1813
1,BU0363MG04,BU0363MG04,26.66,1907
2,BU0363MG04,BU0363MG04,13.19,1907
3,BU0363MG04,BU0363MG04,21.1,1907
4,BU0363MG04,BU0363MG04,30.6,1907
5,BU0363MG04,BU0363MG04,8.45,1907
1,BU0363MH01,BU0363MH01,27.33,1755
2,BU0363MH01,BU0363MH01,11.92,1755
3,BU0363MH01,BU0363MH01,20.72,1755
4,BU0363MH01,BU0363MH01,31.46,1755
5,BU0363MH01,BU0363MH01,8.57,1755
1,BU0363MH02,BU0363MH02,27.6,1940
2,BU0363MH02,BU0363MH02,12.99,1940
3,BU0363MH02,BU0363MH02,20.66,1940
4,BU0363MH02,BU0363MH02,29.41,1940
5,BU0363MH02,BU0363MH02,9.34,1940
1,BU0363MH03,BU0363MH03,26.87,2268
2,BU0363MH03,BU0363MH03,13.13,2268
3,BU0363MH03,BU0363MH03,20.43,2268
4,BU0363MH03,BU0363MH03,30.02,2268
5,BU0363MH03,BU0363MH03,9.55,2268
1,BU0363MH04,BU0363MH04,27.18,1135
2,BU0363MH04,BU0363MH04,12.6,1135
3,BU0363MH04,BU0363MH04,21.34,1135
4,BU0363MH04,BU0363MH04,30.07,1135
5,BU0363MH04,BU0363MH04,8.81,1135
1,BU0363MH05,BU0363MH05,27.51,2395
2,BU0363MH05,BU0363MH05,11.89,2395
3,BU0363MH05,BU0363MH05,21.54,2395
4,BU0363MH05,BU0363MH05,29.29,2395
5,BU0363MH05,BU0363MH05,9.77,2395
1,BU0363MH06,BU0363MH06,26.57,521
2,BU0363MH06,BU0363MH06,12.99,521
3,BU0363MH06,BU0363MH06,21.29,521
4,BU0363MH06,BU0363MH06,29.79,521
5,BU0363MH06,BU0363MH06,9.36,521
1,BU0363MJ01,BU0363MJ01,26.43,1563
2,BU0363MJ01,BU0363MJ01,12.29,1563
3,BU0363MJ01,BU0363MJ01,21.48,1563
4,BU0363MJ01,BU0363MJ01,30.76,1563
5,BU0363MJ01,BU0363MJ01,9.04,1563
1,BU0363MJ02,BU0363MJ02,26.49,935
2,BU0363MJ02,BU0363MJ02,12.8,935
3,BU0363MJ02,BU0363MJ02,21.05,935
4,BU0363MJ02,BU0363MJ02,31,935
5,BU0363MJ02,BU0363MJ02,8.66,935
1,BU0363MJ03,BU0363MJ03,28.32,1924
2,BU0363MJ03,BU0363MJ03,12.05,1924
3,BU0363MJ03,BU0363MJ03,20.65,1924
4,BU0363MJ03,BU0363MJ03,30.28,1924
5,BU0363MJ03,BU0363MJ03,8.7,1924
1,BU0363MJ05,BU0363MJ05,27.35,2084
2,BU0363MJ05,BU0363MJ05,12.7,2084
3,BU0363MJ05,BU0363MJ05,20.64,2084
4,BU0363MJ05,BU0363MJ05,30.08,2084
5,BU0363MJ05,BU0363MJ05,9.23,2084
1,BU0363MK01,BU0363MK01,27.74,484
2,BU0363MK01,BU0363MK01,13.6,484
3,BU0363MK01,BU0363MK01,20.67,484
4,BU0363MK01,BU0363MK01,29.39,484
5,BU0363MK01,BU0363MK01,8.6,484
1,BU0363MK02,BU0363MK02,27.25,2386
2,BU0363MK02,BU0363MK02,11.99,2386
3,BU0363MK02,BU0363MK02,21.16,2386
4,BU0363MK02,BU0363MK02,30.11,2386
5,BU0363MK02,BU0363MK02,9.49,2386
1,BU0363MK03,BU0363MK03,28.09,282
2,BU0363MK03,BU0363MK03,12.45,282
3,BU0363MK03,BU0363MK03,21.7,282
4,BU0363MK03,BU0363MK03,28.59,282
5,BU0363MK03,BU0363MK03,9.17,282
1,BU0363MK04,BU0363MK04,27.02,2198
2,BU0363MK04,BU0363MK04,12.58,2198
3,BU0363MK04,BU0363MK04,20.61,2198
4,BU0363MK04,BU0363MK04,30.89,2198
5,BU0363MK04,BU0363MK04,8.9,2198
1,BU0363MK05,BU0363MK05,28.16,2019
2,BU0363MK05,BU0363MK05,12,2019
3,BU0363MK05,BU0363MK05,21.12,2019
4,BU0363MK05,BU0363MK05,30.17,2019
5,BU0363MK05,BU0363MK05,8.55,2019
1,BU0363ML01,BU0363ML01,26.61,400
2,BU0363ML01,BU0363ML01,13.03,400
3,BU0363ML01,BU0363ML01,21.35,400
4,BU0363ML01,BU0363ML01,29.98,400
5,BU0363ML01,BU0363ML01,9.03,400
1,BU0363ML02,BU0363ML02,26.99,1503
2,BU0363ML02,BU0363ML02,12.19,1503
3,BU0363ML02,BU0363ML02,20.72,1503
4,BU0363ML02,BU0363ML02,31.47,1503
5,BU0363ML02,BU0363ML02,8.63,1503
1,BU0363ML03,BU0363ML03,27.88,2017
2,BU0363ML03,BU0363ML03,12.63,2017
3,BU0363ML03,BU0363ML03,20.4,2017
4,BU0363ML03,BU0363ML03,29.63,2017
5,BU0363ML03,BU0363ML03,9.46,2017
1,BU0363MM01,BU0363MM01,26.63,639
2,BU0363MM01,BU0363MM01,12.76,639
3,BU0363MM01,BU0363MM01,20.72,639
4,BU0363MM01,BU0363MM01,30.25,639
5,BU0363MM01,BU0363MM01,9.64,639
1,BU0363MM02,BU0363MM02,27.56,783
2,BU0363MM02,BU0363MM02,12.09,783
3,BU0363MM02,BU0363MM02,20.82,783
4,BU0363MM02,BU0363MM02,30.52,783
5,BU0363MM02,BU0363MM02,9.01,783
1,BU0363MM03,BU0363MM03,27.97,606
2,BU0363MM03,BU0363MM03,12.73,606
3,BU0363MM03,BU0363MM03,19.86,606
4,BU0363MM03,BU0363MM03,29.78,606
5,BU0363MM03,BU0363MM03,9.66,606
1,BU0363MM04,BU0363MM04,27.53,2492
2,BU0363MM04,BU0363MM04,13.2,2492
3,BU0363MM04,BU0363MM04,20.14,2492
4,BU0363MM04,BU0363MM04,29.36,2492
5,BU0363MM04,BU0363MM04,9.77,2492
1,BU0363MM05,BU0363MM05,27.33,1849
2,BU0363MM05,BU0363MM05,11.82,1849
3,BU0363MM05,BU0363MM05,20.62,1849
4,BU0363MM05,BU0363MM05,31.09,1849
5,BU0363MM05,BU0363MM05,9.14,1849
1,BU0363MM06,BU0363MM06,28.39,1258
2,BU0363MM06,BU0363MM06,12.05,1258
3,BU0363MM06,BU0363MM06,20.28,1258
4,BU0363MM06,BU0363MM06,30.23,1258
5,BU0363MM06,BU0363MM06,9.05,1258
1,BU0363MM07,BU0363MM07,26.84,1247
2,BU0363MM07,BU0363MM07,12.08,1247
3,BU0363MM07,BU0363MM07,20.54,1247
4,BU0363MM07,BU0363MM07,30.89,1247
5,BU0363MM07,BU0363MM07,9.65,1247
1,BU0363MM08,BU0363MM08,26.19,1434
2,BU0363MM08,BU0363MM08,11.81,1434
3,BU0363MM08,BU0363MM08,20.92,1434
4,BU0363MM08,BU0363MM08,31.18,1434
5,BU0363MM08,BU0363MM08,9.9,1434
1,BU0363MN01,BU0363MN01,27.79,1693
2,BU0363MN01,BU0363MN01,12.25,1693
3,BU0363MN01,BU0363MN01,21.46,1693
4,BU0363MN01,BU0363MN01,28.95,1693
5,BU0363MN01,BU0363MN01,9.55,1693
1,BU0363MN02,BU0363MN02,28.02,1229
2,BU0363MN02,BU0363MN02,12.43,1229
3,BU0363MN02,BU0363MN02,20.29,1229
4,BU0363MN02,BU0363MN02,29.8,1229
5,BU0363MN02,BU0363MN02,9.46,1229
1,BU0363MN03,BU0363MN03,27.95,532
2,BU0363MN03,BU0363MN03,11.62,532
3,BU0363MN03,BU0363MN03,21.57,532
4,BU0363MN03,BU0363MN03,30.16,532
5,BU0363MN03,BU0363MN03,8.7,532
1,BU0363MN04,BU0363MN04,26.7,1294
2,BU0363MN04,BU0363MN04,12.51,1294
3,BU0363MN04,BU0363MN04,21.21,1294
4,BU0363MN04,BU0363MN04,30.16,1294
5,BU0363MN04,BU0363MN04,9.42,1294
1,BU0363MN05,BU0363MN05,27.57,2211
2,BU0363MN05,BU0363MN05,12.7,2211
3,BU0363MN05,BU0363MN05,20.82,2211
4,BU0363MN05,BU0363MN05,30.23,2211
5,BU0363MN05,BU0363MN05,8.68,2211
1,BU0363MN06,BU0363MN06,26.97,1572
2,BU0363MN06,BU0363MN06,13.38,1572
3,BU0363MN06,BU0363MN06,20.4,1572
4,BU0363MN06,BU0363MN06,30.03,1572
5,BU0363MN06,BU0363MN06,9.22,1572
1,BU0363MN07,BU0363MN07,27.41,513
2,BU0363MN07,BU0363MN07,12.89,513
3,BU0363MN07,BU0363MN07,21.05,513
4,BU0363MN07,BU0363MN07,29.09,513
5,BU0363MN07,BU0363MN07,9.56,513
1,BU0363MN08,BU0363MN08,26.31,636
2,BU0363MN08,BU0363MN08,13.39,636
3,BU0363MN08,BU0363MN08,21.59,636
4,BU0363MN08,BU0363MN08,29.35,636
5,BU0363MN08,BU0363MN08,9.36,636
1,BU0363MN09,BU0363MN09,26.99,1078
2,BU0363MN09,BU0363MN09,12.65,1078
3,BU0363MN09,BU0363MN09,20.1,1078
4,BU0363MN09,BU0363MN09,30.75,1078
5,BU0363MN09,BU0363MN09,9.51,1078
1,BU0363MP01,BU0363MP01,27.42,1032
2,BU0363MP01,BU0363MP01,12.26,1032
3,BU0363MP01,BU0363MP01,20.75,1032
4,BU0363MP01,BU0363MP01,29.76,1032
5,BU0363MP01,BU0363MP01,9.81,1032
1,BU0363MP02,BU0363MP02,27.84,2089
2,BU0363MP02,BU0363MP02,11.82,2089
3,BU0363MP02,BU0363MP02,20.58,2089
4,BU0363MP02,BU0363MP02,30.91,2089
5,BU0363MP02,BU0363MP02,8.85,2089
1,BU0363MQ01,BU0363MQ01,26.68,1221
2,BU0363MQ01,BU0363MQ01,12.17,1221
3,BU0363MQ01,BU0363MQ01,21.05,1221
4,BU0363MQ01,BU0363MQ01,30.54,1221
5,BU0363MQ01,BU0363MQ01,9.56,1221
1,BU0363MQ02,BU0363MQ02,27.73,715
2,BU0363MQ02,BU0363MQ02,12.18,715
3,BU0363MQ02,BU0363MQ02,20.18,715
4,BU0363MQ02,BU0363MQ02,30.9,715
5,BU0363MQ02,BU0363MQ02,9.01,715
1,BU0363MQ03,BU0363MQ03,26.42,576
2,BU0363MQ03,BU0363MQ03,13.21,576
3,BU0363MQ03,BU0363MQ03,21.18,576
4,BU0363MQ03,BU0363MQ03,29.54,576
5,BU0363MQ03,BU0363MQ03,9.65,576
1,BU0363MQ04,BU0363MQ04,27.21,2443
2,BU0363MQ04,BU0363MQ04,12.25,2443
3,BU0363MQ04,BU0363MQ04,21.25,2443
4,BU0363MQ04,BU0363MQ04,29.55,2443
5,BU0363MQ04,BU0363MQ04,9.74,2443
1,BU0363MQ05,BU0363MQ05,26.88,361
2,BU0363MQ05,BU0363MQ05,12.91,361
3,BU0363MQ05,BU0363MQ05,20.16,361
4,BU0363MQ05,BU0363MQ05,31.12,361
5,BU0363MQ05,BU0363MQ05,8.93,361
1,BU0363MQ06,BU0363MQ06,27.35,1746
2,BU0363MQ06,BU0363MQ06,12.59,1746
3,BU0363MQ06,BU0363MQ06,21.03,1746
4,BU0363MQ06,BU0363MQ06,30.13,1746
5,BU0363MQ06,BU0363MQ06,8.9,1746
1,BU0363MQ07,BU0363MQ07,27.47,1353
2,BU0363MQ07,BU0363MQ07,12.4,1353
3,BU0363MQ07,BU0363MQ07,20.65,1353
4,BU0363MQ07,BU0363MQ07,29.47,1353
5,BU0363MQ07,BU0363MQ07,10.01,1353
1,BU0363NA01,BU0363NA01,27.32,1988
2,BU0363NA01,BU0363NA01,13.11,1988
3,BU0363NA01,BU0363NA01,19.85,1988
4,BU0363NA01,BU0363NA01,29.89,1988
5,BU0363NA01,BU0363NA01,9.83,1988
1,BU0363NA02,BU0363NA02,26.39,2064
2,BU0363NA02,BU0363NA02,13.18,2064
3,BU0363NA02,BU0363NA02,20.73,2064
4,BU0363NA02,BU0363NA02,30.35,2064
5,BU0363NA02,BU0363NA02,9.35,2064
1,BU0363NA03,BU0363NA03,27.91,2495
2,BU0363NA03,BU0363NA03,12.02,2495
3,BU0363NA03,BU0363NA03,20.37,2495
4,BU0363NA03,BU0363NA03,29.8,2495
5,BU0363NA03,BU0363NA03,9.9,2495
1,BU0363NA04,BU0363NA04,27.22,2123
2,BU0363NA04,BU0363NA04,12.29,2123
3,BU0363NA04,BU0363NA04,20.52,2123
4,BU0363NA04,BU0363NA04,30.04,2123
5,BU0363NA04,BU0363NA04,9.93,2123
1,BU0363NA05,BU0363NA05,26.83,1645
2,BU0363NA05,BU0363NA05,11.91,1645
3,BU0363NA05,BU0363NA05,20.75,1645
4,BU0363NA05,BU0363NA05,30.91,1645
5,BU0363NA05,BU0363NA05,9.6,1645
1,BU0363NA06,BU0363NA06,27.93,1720
2,BU0363NA06,BU0363NA06,13.21,1720
3,BU0363NA06,BU0363NA06,19.74,1720
4,BU0363NA06,BU0363NA06,30.01,1720
5,BU0363NA06,BU0363NA06,9.11,1720
1,BU0363NA07,BU0363NA07,25.94,865
2,BU0363NA07,BU0363NA07,13.17,865
3,BU0363NA07,BU0363NA07,20.31,865
4,BU0363NA07,BU0363NA07,31.14,865
5,BU0363NA07,BU0363NA07,9.44,865
1,BU0363NB01,BU0363NB01,25.65,690
2,BU0363NB01,BU0363NB01,13.58,690
3,BU0363NB01,BU0363NB01,20.65,690
4,BU0363NB01,BU0363NB01,30.39,690
5,BU0363NB01,BU0363NB01,9.73,690
1,BU0363NB02,BU0363NB02,26.54,1195
2,BU0363NB02,BU0363NB02,12.97,1195
3,BU0363NB02,BU0363NB02,21.64,1195
4,BU0363NB02,BU0363NB02,29.9,1195
5,BU0363NB02,BU0363NB02,8.95,1195
1,BU0363NB03,BU0363NB03,27.62,604
2,BU0363NB03,BU0363NB03,12.86,604
3,BU0363NB03,BU0363NB03,21.37,604
4,BU0363NB03,BU0363NB03,29.16,604
5,BU0363NB03,BU0363NB03,8.99,604
1,BU0363NB04,BU0363NB04,27.96,995
2,BU0363NB04,BU0363NB04,11.79,995
3,BU0363NB04,BU0363NB04,20.66,995
4,BU0363NB04,BU0363NB04,29.71,995
5,BU0363NB04,BU0363NB04,9.88,995
1,BU0363NB05,BU0363NB05,27.54,1240
2,BU0363NB05,BU0363NB05,13.25,1240
3,BU0363NB05,BU0363NB05,19.85,1240
4,BU0363NB05,BU0363NB05,30.57,1240
5,BU0363NB05,BU0363NB05,8.79,1240
1,BU0363NB06,BU0363NB06,27.32,1388
2,BU0363NB06,BU0363NB06,13.14,1388
3,BU0363NB06,BU0363NB06,21.08,1388
4,BU0363NB06,BU0363NB06,29.88,1388
5,BU0363NB06,BU0363NB06,8.58,1388
1,BU0363NB07,BU0363NB07,27.1,976
2,BU0363NB07,BU0363NB07,12.85,976
3,BU0363NB07,BU0363NB07,20.92,976
4,BU0363NB07,BU0363NB07,29.41,976
5,BU0363NB07,BU0363NB07,9.72,976
1,BU0363NC01,BU0363NC01,27.17,642
2,BU0363NC01,BU0363NC01,12.75,642
3,BU0363NC01,BU0363NC01,20.56,642
4,BU0363NC01,BU0363NC01,29.6,642
5,BU0363NC01,BU0363NC01,9.92,642
1,BU0363NC02,BU0363NC02,26.4,1697
2,BU0363NC02,BU0363NC02,12.19,1697
3,BU0363NC02,BU0363NC02,21.28,1697
4,BU0363NC02,BU0363NC02,30.89,1697
5,BU0363NC02,BU0363NC02,9.24,1697
1,BU0363NC03,BU0363NC03,25.97,1378
2,BU0363NC03,BU0363NC03,12.81,1378
3,BU0363NC03,BU0363NC03,20.95,1378
4,BU0363NC03,BU0363NC03,30.72,1378
5,BU0363NC03,BU0363NC03,9.55,1378
1,BU0363NC04,BU0363NC04,26.58,2251
2,BU0363NC04,BU0363NC04,13.18,2251
3,BU0363NC04,BU0363NC04,21.08,2251
4,BU0363NC04,BU0363NC04,30.07,2251
5,BU0363NC04,BU0363NC04,9.09,2251
1,BU0363ND01,BU0363ND01,27.03,904
2,BU0363ND01,BU0363ND01,13.13,904
3,BU0363ND01,BU0363ND01,20.91,904
4,BU0363ND01,BU0363ND01,29.61,904
5,BU0363ND01,BU0363ND01,9.32,904
1,BU0363ND02,BU0363ND02,27.07,962
2,BU0363ND02,BU0363ND02,12.73,962
3,BU0363ND02,BU0363ND02,22.03,962
4,BU0363ND02,BU0363ND02,29.48,962
5,BU0363ND02,BU0363ND02,8.69,962
1,BU0363NE01,BU0363NE01,27.63,2231
2,BU0363NE01,BU0363NE01,12.22,2231
3,BU0363NE01,BU0363NE01,20.67,2231
4,BU0363NE01,BU0363NE01,29.6,2231
5,BU0363NE01,BU0363NE01,9.88,2231
1,BU0363NE03,BU0363NE03,26.78,432
2,BU0363NE03,BU0363NE03,12.67,432
3,BU0363NE03,BU0363NE03,21.49,432
4,BU0363NE03,BU0363NE03,30.23,432
5,BU0363NE03,BU0363NE03,8.83,432
1,BU0363NE04,BU0363NE04,27.42,1490
2,BU0363NE04,BU0363NE04,13.38,1490
3,BU0363NE04,BU0363NE04,20.45,1490
4,BU0363NE04,BU0363NE04,29.31,1490
5,BU0363NE04,BU0363NE04,9.44,1490
1,BU0363NE05,BU0363NE05,27.31,1971
2,BU0363NE05,BU0363NE05,12.56,1971
3,BU0363NE05,BU0363NE05,20.61,1971
4,BU0363NE05,BU0363NE05,30.18,1971
5,BU0363NE05,BU0363NE05,9.34,1971
1,BU0363NE06,BU0363NE06,26.86,1589
2,BU0363NE06,BU0363NE06,12.59,1589
3,BU0363NE06,BU0363NE06,20.06,1589
4,BU0363NE06,BU0363NE06,31.01,1589
5,BU0363NE06,BU0363NE06,9.48,1589
1,BU0363NF01,BU0363NF01,28.12,1825
2,BU0363NF01,BU0363NF01,13.04,1825
3,BU0363NF01,BU0363NF01,22.22,1825
4,BU0363NF01,BU0363NF01,28.37,1825
5,BU0363NF01,BU0363NF01,8.25,1825
1,BU0363NF02,BU0363NF02,27.33,1570
2,BU0363NF02,BU0363NF02,12.57,1570
3,BU0363NF02,BU0363NF02,21.65,1570
4,BU0363NF02,BU0363NF02,29.49,1570
5,BU0363NF02,BU0363NF02,8.96,1570
1,BU0363NF03,BU0363NF03,26.38,636
2,BU0363NF03,BU0363NF03,13.09,636
3,BU0363NF03,BU0363NF03,20.48,636
4,BU0363NF03,BU0363NF03,31.04,636
5,BU0363NF03,BU0363NF03,9.01,636
1,BU0363NF04,BU0363NF04,26.9,1033
2,BU0363NF04,BU0363NF04,13.16,1033
3,BU0363NF04,BU0363NF04,20.22,1033
4,BU0363NF04,BU0363NF04,30.6,1033
5,BU0363NF04,BU0363NF04,9.12,1033
1,BU0363NF05,BU0363NF05,27,837
2,BU0363NF05,BU0363NF05,13.09,837
3,BU0363NF05,BU0363NF05,20.33,837
4,BU0363NF05,BU0363NF05,29.96,837
5,BU0363NF05,BU0363NF05,9.62,837
1,BU0363NG01,BU0363NG01,26.16,2394
2,BU0363NG01,BU0363NG01,12.79,2394
3,BU0363NG01,BU0363NG01,20.3,2394
4,BU0363NG01,BU0363NG01,31.45,2394
5,BU0363NG01,BU0363NG01,9.3,2394
1,BU0363NG02,BU0363NG02,26.64,1658
2,BU0363NG02,BU0363NG02,12.11,1658
3,BU0363NG02,BU0363NG02,20.85,1658
4,BU0363NG02,BU0363NG02,30.61,1658
5,BU0363NG02,BU0363NG02,9.79,1658
1,BU0363NG03,BU0363NG03,27.57,1302
2,BU0363NG03,BU0363NG03,12.53,1302
3,BU0363NG03,BU0363NG03,20.35,1302
4,BU0363NG03,BU0363NG03,30.65,1302
5,BU0363NG03,BU0363NG03,8.9,1302
1,BU0363NH01,BU0363NH01,26.11,2390
2,BU0363NH01,BU0363NH01,12.46,2390
3,BU0363NH01,BU0363NH01,21.76,2390
4,BU0363NH01,BU0363NH01,30.21,2390
5,BU0363NH01,BU0363NH01,9.46,2390
1,BU0363NH02,BU0363NH02,26.81,2229
2,BU0363NH02,BU0363NH02,13.07,2229
3,BU0363NH02,BU0363NH02,21.39,2229
4,BU0363NH02,BU0363NH02,29.31,2229
5,BU0363NH02,BU0363NH02,9.42,2229
1,BU0363NH03,BU0363NH03,27.46,798
2,BU0363NH03,BU0363NH03,12.09,798
3,BU0363NH03,BU0363NH03,21.01,798
4,BU0363NH03,BU0363NH03,29.79,798
5,BU0363NH03,BU0363NH03,9.65,798
1,BU0363NH04,BU0363NH04,28.14,2216
2,BU0363NH04,BU0363NH04,12.73,2216
3,BU0363NH04,BU0363NH04,20.29,2216
4,BU0363NH04,BU0363NH04,29.66,2216
5,BU0363NH04,BU0363NH04,9.18,2216
1,BU0363NH05,BU0363NH05,27.62,1944
2,BU0363NH05,BU0363NH05,12.02,1944
3,BU0363NH05,BU0363NH05,20.27,1944
4,BU0363NH05,BU0363NH05,31.39,1944
5,BU0363NH05,BU0363NH05,8.7,1944
1,BU0363NH06,BU0363NH06,26.83,2125
2,BU0363NH06,BU0363NH06,11.89,2125
3,BU0363NH06,BU0363NH06,20.78,2125
4,BU0363NH06,BU0363NH06,30.75,2125
5,BU0363NH06,BU0363NH06,9.75,2125
1,BU0363NJ01,BU0363NJ01,26.45,1376
2,BU0363NJ01,BU0363NJ01,12.71,1376
3,BU0363NJ01,BU0363NJ01,21.55,1376
4,BU0363NJ01,BU0363NJ01,30.15,1376
5,BU0363NJ01,BU0363NJ01,9.14,1376
1,BU0363NJ02,BU0363NJ02,26.1,383
2,BU0363NJ02,BU0363NJ02,12.26,383
3,BU0363NJ02,BU0363NJ02,21.14,383
4,BU0363NJ02,BU0363NJ02,31.1,383
5,BU0363NJ02,BU0363NJ02,9.4,383
1,BU0363NJ03,BU0363NJ03,26.53,2099
2,BU0363NJ03,BU0363NJ03,13.47,2099
3,BU0363NJ03,BU0363NJ03,21.05,2099
4,BU0363NJ03,BU0363NJ03,29.93,2099
5,BU0363NJ03,BU0363NJ03,9.02,2099
1,BU0363NJ04,BU0363NJ04,26.48,904
2,BU0363NJ04,BU0363NJ04,12.68,904
3,BU0363NJ04,BU0363NJ04,20.98,904
4,BU0363NJ04,BU0363NJ04,31.2,904
5,BU0363NJ04,BU0363NJ04,8.66,904
1,BU0363NJ05,BU0363NJ05,27.19,1712
2,BU0363NJ05,BU0363NJ05,12.69,1712
3,BU0363NJ05,BU0363NJ05,21.38,1712
4,BU0363NJ05,BU0363NJ05,30.51,1712
5,BU0363NJ05,BU0363NJ05,8.23,1712
1,BU0363NJ06,BU0363NJ06,26.99,1100
2,BU0363NJ06,BU0363NJ06,12.38,1100
3,BU0363NJ06,BU0363NJ06,20.4,1100
4,BU0363NJ06,BU0363NJ06,30.72,1100
5,BU0363NJ06,BU0363NJ06,9.51,1100
1,BU0363NK01,BU0363NK01,26.73,945
2,BU0363NK01,BU0363NK01,13.04,945
3,BU0363NK01,BU0363NK01,20.52,945
4,BU0363NK01,BU0363NK01,31.25,945
5,BU0363NK01,BU0363NK01,8.46,945
1,BU0363NK02,BU0363NK02,27.58,922
2,BU0363NK02,BU0363NK02,12.85,922
3,BU0363NK02,BU0363NK02,21.39,922
4,BU0363NK02,BU0363NK02,29.73,922
5,BU0363NK02,BU0363NK02,8.45,922
1,BU0363NK03,BU0363NK03,26.61,801
2,BU0363NK03,BU0363NK03,12.05,801
3,BU0363NK03,BU0363NK03,21.85,801
4,BU0363NK03,BU0363NK03,30.51,801
5,BU0363NK03,BU0363NK03,8.98,801
1,BU0363NL01,BU0363NL01,27.52,792
2,BU0363NL01,BU0363NL01,12.82,792
3,BU0363NL01,BU0363NL01,20.72,792
4,BU0363NL01,BU0363NL01,30.11,792
5,BU0363NL01,BU0363NL01,8.83,792
1,BU0363NL03,BU0363NL03,26.51,816
2,BU0363NL03,BU0363NL03,13.63,816
3,BU0363NL03,BU0363NL03,20.56,816
4,BU0363NL03,BU0363NL03,30.45,816
5,BU0363NL03,BU0363NL03,8.85,816
1,BU0363NL04,BU0363NL04,27.93,1617
2,BU0363NL04,BU0363NL04,13,1617
3,BU0363NL04,BU0363NL04,19.78,1617
4,BU0363NL04,BU0363NL04,29.93,1617
5,BU0363NL04,BU0363NL04,9.36,1617
1,BU0363NM01,BU0363NM01,28.41,931
2,BU0363NM01,BU0363NM01,12.44,931
3,BU0363NM01,BU0363NM01,20.82,931
4,BU0363NM01,BU0363NM01,29.55,931
5,BU0363NM01,BU0363NM01,8.78,931
1,BU0363NN01,BU0363NN01,26.02,2284
2,BU0363NN01,BU0363NN01,12.66,2284
3,BU0363NN01,BU0363NN01,21.14,2284
4,BU0363NN01,BU0363NN01,30.82,2284
5,BU0363NN01,BU0363NN01,9.36,2284
1,BU0363NN02,BU0363NN02,27.71,2139
2,BU0363NN02,BU0363NN02,11.97,2139
3,BU0363NN02,BU0363NN02,21.2,2139
4,BU0363NN02,BU0363NN02,29.74,2139
5,BU0363NN02,BU0363NN02,9.38,2139
1,BU0363NP01,BU0363NP01,27.22,1458
2,BU0363NP01,BU0363NP01,12.19,1458
3,BU0363NP01,BU0363NP01,20.52,1458
4,BU0363NP01,BU0363NP01,30.22,1458
5,BU0363NP01,BU0363NP01,9.85,1458
1,BU0363NP02,BU0363NP02,26.94,2074
2,BU0363NP02,BU0363NP02,11.58,2074
3,BU0363NP02,BU0363NP02,21.08,2074
4,BU0363NP02,BU0363NP02,30.84,2074
5,BU0363NP02,BU0363NP02,9.56,2074
1,BU0363NP03,BU0363NP03,27.27,1211
2,BU0363NP03,BU0363NP03,13.17,1211
3,BU0363NP03,BU0363NP03,20.41,1211
4,BU0363NP03,BU0363NP03,29.96,1211
5,BU0363NP03,BU0363NP03,9.19,1211
1,BU0363NQ01,BU0363NQ01,27.76,1409
2,BU0363NQ01,BU0363NQ01,12.3,1409
3,BU0363NQ01,BU0363NQ01,21.44,1409
4,BU0363NQ01,BU0363NQ01,29.28,1409
5,BU0363NQ01,BU0363NQ01,9.22,1409
1,BU0363NQ02,BU0363NQ02,26.47,1702
2,BU0363NQ02,BU0363NQ02,13.07,1702
3,BU0363NQ02,BU0363NQ02,20.99,1702
4,BU0363NQ02,BU0363NQ02,30.14,1702
5,BU0363NQ02,BU0363NQ02,9.33,1702
1,BU0363NQ03,BU0363NQ03,27.78,1203
2,BU0363NQ03,BU0363NQ03,12.96,1203
3,BU0363NQ03,BU0363NQ03,21.8,1203
4,BU0363NQ03,BU0363NQ03,29.07,1203
5,BU0363NQ03,BU0363NQ03,8.39,1203
1,BU0363NQ04,BU0363NQ04,27.83,2014
2,BU0363NQ04,BU0363NQ04,12.29,2014
3,BU0363NQ04,BU0363NQ04,21.6,2014
4,BU0363NQ04,BU0363NQ04,29.71,2014
5,BU0363NQ04,BU0363NQ04,8.57,2014
1,BU0363NQ05,BU0363NQ05,27.82,2367
2,BU0363NQ05,BU0363NQ05,12.46,2367
3,BU0363NQ05,BU0363NQ05,21.03,2367
4,BU0363NQ05,BU0363NQ05,29.28,2367
5,BU0363NQ05,BU0363NQ05,9.41,2367
1,BU0363NQ06,BU0363NQ06,26,2120
2,BU0363NQ06,BU0363NQ06,11.87,2120
3,BU0363NQ06,BU0363NQ06,21.6,2120
4,BU0363NQ06,BU0363NQ06,31.29,2120
5,BU0363NQ06,BU0363NQ06,9.24,2120
1,BU0363NQ07,BU0363NQ07,27.11,1310
2,BU0363NQ07,BU0363NQ07,12.39,1310
3,BU0363NQ07,BU0363NQ07,20.57,1310
